name,number_of_GFP_kernels,number_of_WT_kernels,cross_type,allele,year,Fiji_or_Earvision,TotalK,TransmissionRate
A102x23-8,170,169,Pollen,R77F09,2021,E,339,50.10%
A23-1x102,171,176,Ear,R77F09,2021,E,347,49.30%
X402x466-5m3,189,195,Pollen,R77F09,2018,E,384,49.20%
A102x23-1,176,232,Pollen,R77F09,2021,E,408,43.10%
X402x466-5m1,206,211,Pollen,R77F09,2018,E,417,49.40%
X401x466-1m1,237,222,Pollen,R77F09,2018,E,459,51.60%
Y55-2x1,287,183,Ear,R77F09,2019,E,470,61.10%
Y55-4x1,241,241,Ear,R77F09,2019,E,482,50.00%
Y55-5x1,263,233,Ear,R77F09,2019,E,496,53.00%
X402x466-5m2,251,315,Pollen,R77F09,2018,E,566,44.30%
A24-4x102,115,127,Ear,R81E02,2021,E,242,47.50%
A102x24-4,137,123,Pollen,R81E02,2021,E,260,52.70%
A24-5x102,122,146,Ear,R81E02,2021,E,268,45.50%
Y2x71-5,130,141,Pollen,R81E02,2019,E,271,48.00%
A102x24-5,138,137,Pollen,R81E02,2021,E,275,50.20%
Y2x71-4,164,126,Pollen,R81E02,2019,E,290,56.60%
X468AL-2x402,140,159,Ear,R81E02,2018,E,299,46.80%
X468A-5x402,146,155,Ear,R81E02,2018,E,301,48.50%
X468A-1x402,147,156,Ear,R81E02,2018,E,303,48.50%
A102x24-7,180,133,Pollen,R81E02,2021,E,313,57.50%
X402x468A-2m3,145,170,Pollen,R81E02,2018,E,315,46.00%
X400x468AL-2m1,167,149,Pollen,R81E02,2018,E,316,52.80%
X468A-2x402,162,157,Ear,R81E02,2018,E,319,50.80%
X402x468A-5m1,170,155,Pollen,R81E02,2018,E,325,52.30%
Y2x71-2,148,179,Pollen,R81E02,2019,E,327,45.30%
X401x468A-1m1,148,181,Pollen,R81E02,2018,F,329,45.00%
X402x468A-2m2,150,180,Pollen,R81E02,2018,E,330,45.50%
A24-7x102,160,184,Ear,R81E02,2021,E,344,46.50%
A102x24-3,176,183,Pollen,R81E02,2021,E,359,49.00%
A102x24-1,194,174,Pollen,R81E02,2021,E,368,52.70%
Y71-5x1,194,185,Ear,R81E02,2019,E,379,51.20%
X402x468A-2m1,200,182,Pollen,R81E02,2018,E,382,52.40%
Y71-2x1,202,212,Ear,R81E02,2019,E,414,48.80%
Y71-1x1,229,201,Ear,R81E02,2019,E,430,53.30%
Y2x71-1,213,234,Pollen,R81E02,2019,F,447,47.70%
Y71-6x1,222,233,Ear,R81E02,2019,E,455,48.80%
Y71-4x1,229,261,Ear,R81E02,2019,E,490,46.70%
Y2x71-6,251,252,Pollen,R81E02,2019,E,503,49.90%
X403x468A-2m4,265,240,Pollen,R81E02,2018,E,505,52.50%
X469A-3x402,75,84,Ear,R81G05,2018,E,159,47.20%
Y2x35-4,129,150,Pollen,R81G05,2019,E,279,46.20%
X469A-2x402,149,133,Ear,R81G05,2018,E,282,52.80%
Y35-3x1,197,219,Ear,R81G05,2019,E,416,47.40%
Y35-6x1,204,213,Ear,R81G05,2019,E,417,48.90%
X401x469A-2m1,237,211,Pollen,R81G05,2018,E,448,52.90%
Y2x35-1,232,219,Pollen,R81G05,2019,E,451,51.40%
Y35-1x1,229,228,Ear,R81G05,2019,E,457,50.10%
Y2x35-2,244,216,Pollen,R81G05,2019,E,460,53.00%
Y35-4x1,239,236,Ear,R81G05,2019,E,475,50.30%
Y2x35-3,248,232,Pollen,R81G05,2019,E,480,51.70%
Y35-2x1,245,243,Ear,R81G05,2019,E,488,50.20%
X402x469A-3m3,258,234,Pollen,R81G05,2018,E,492,52.40%
X402x469A-3m2,265,259,Pollen,R81G05,2018,E,524,50.60%
X402x469A-3m1,286,263,Pollen,R81G05,2018,E,549,52.10%
B2x708A_m1,65,98,Pollen,R82A03,2022,E,163,39.90%
Y2x287A-6m2,76,108,Pollen,R82A03,2019,F,184,41.30%
A102x237A-3,64,122,Pollen,R82A03,2021,F,186,34.40%
B2x708A_m5,75,128,Pollen,R82A03,2022,E,203,36.90%
B2x711-2,80,123,Pollen,R82A03,2022,E,203,39.40%
Y19-1x1,98,121,Ear,R82A03,2019,E,219,44.70%
Z1x205-3,67,153,Pollen,R82A03,2020,E,220,30.50%
A11-3x102_new,118,113,Ear,R82A03,2021,E,231,51.10%
A102x11-5,80,152,Pollen,R82A03,2021,E,232,34.50%
B2x708A_m9,70,164,Pollen,R82A03,2022,E,234,29.90%
B2x560-2_m2,72,164,Pollen,R82A03,2022,E,236,30.50%
Y2x19-4,96,154,Pollen,R82A03,2019,E,250,38.40%
A102x11-1,93,164,Pollen,R82A03,2021,E,257,36.20%
Z1x205-9,123,142,Pollen,R82A03,2020,E,265,46.40%
Y2x287A-6m3,110,159,Pollen,R82A03,2019,F,269,40.90%
Y2x287A-5m3,102,171,Pollen,R82A03,2019,F,273,37.40%
Y2x19-6,96,179,Pollen,R82A03,2019,E,275,34.90%
Y19-3x1,135,145,Ear,R82A03,2019,E,280,48.20%
Z205-7_1x1,138,147,Ear,R82A03,2020,E,285,48.40%
Z205-1x1,153,134,Ear,R82A03,2020,E,287,53.30%
B2x711-12,100,191,Pollen,R82A03,2022,E,291,34.40%
B2x560-3_m2,93,199,Pollen,R82A03,2022,E,292,31.80%
Y2x19-3,95,203,Pollen,R82A03,2019,E,298,31.90%
B2x711-9,131,168,Pollen,R82A03,2022,E,299,43.80%
X400x568AL-1m1,95,209,Pollen,R82A03,2018,E,304,31.30%
B2x711-16,98,208,Pollen,R82A03,2022,E,306,32.00%
Z1x205-7,103,207,Pollen,R82A03,2020,E,310,33.20%
Y2x287A-5m4,132,182,Pollen,R82A03,2019,F,314,42.00%
B2x560-2_m1,111,203,Pollen,R82A03,2022,E,314,35.40%
Y1x289C-7,98,219,Pollen,R82A03,2019,E,317,30.90%
A237A-3x102,157,162,Ear,R82A03,2021,E,319,49.20%
X400x568AL-4m1,126,195,Pollen,R82A03,2018,E,321,39.30%
Y2x19-1,98,223,Pollen,R82A03,2019,E,321,30.50%
A102x11-3,114,208,Pollen,R82A03,2021,E,322,35.40%
X401x491-1m1,101,224,Pollen,R82A03,2018,E,325,31.10%
Y1x289B-1,108,218,Pollen,R82A03,2019,E,326,33.10%
Y1x289A-7,88,242,Pollen,R82A03,2019,E,330,26.70%
X400x571A-2m1,147,187,Pollen,R82A03,2018,E,334,44.00%
X401x491-5m1,114,223,Pollen,R82A03,2018,E,337,33.80%
B2x560-3_m1,143,200,Pollen,R82A03,2022,E,343,41.70%
Y19-2x1,178,167,Ear,R82A03,2019,E,345,51.60%
Y1x289A-2m1,109,240,Pollen,R82A03,2019,E,349,31.20%
Y1x289B-4,78,271,Pollen,R82A03,2019,E,349,22.30%
A102x44867,144,209,Pollen,R82A03,2021,E,353,40.80%
Y1x289A-2m2,152,202,Pollen,R82A03,2019,E,354,42.90%
X400x571B-1m2,166,194,Pollen,R82A03,2018,E,360,46.10%
Z1x205-1,138,229,Pollen,R82A03,2020,E,367,37.60%
B711-3x2,185,183,Ear,R82A03,2022,E,368,50.30%
Y1x289B-6,77,293,Pollen,R82A03,2019,F,370,20.80%
X401x491L-2m1,129,245,Pollen,R82A03,2018,E,374,34.50%
X400x569AL-2m1,159,229,Pollen,R82A03,2018,E,388,41.00%
Y1x289A-5,136,253,Pollen,R82A03,2019,E,389,35.00%
B711-2x2,205,199,Ear,R82A03,2022,E,404,50.70%
X491-5x402,211,198,Ear,R82A03,2018,E,409,51.60%
Y19-5x1,200,211,Ear,R82A03,2019,E,411,48.70%
B711-4x2,210,201,Ear,R82A03,2022,E,411,51.10%
B560-2x2,232,190,Ear,R82A03,2022,E,422,55.00%
Z1x205-2,142,280,Pollen,R82A03,2020,E,422,33.60%
B560-3x2,205,218,Ear,R82A03,2022,E,423,48.50%
Y2x287A-2m1,150,276,Pollen,R82A03,2019,F,426,35.20%
Z205-9x1,216,214,Ear,R82A03,2020,E,430,50.20%
Y19-6x1,222,216,Ear,R82A03,2019,E,438,50.70%
A11-2x102_new_new,198,242,Ear,R82A03,2021,E,440,45.00%
Y2x19-5,149,298,Pollen,R82A03,2019,E,447,33.30%
X491L-2x402,233,259,Ear,R82A03,2018,E,492,47.40%
Y2x19-2,141,354,Pollen,R82A03,2019,E,495,28.50%
Z205-3x1,269,232,Ear,R82A03,2020,E,501,53.70%
A11-1x102_new_new,255,248,Ear,R82A03,2021,E,503,50.70%
Y289C-7x1,256,250,Ear,R82A03,2019,E,506,50.60%
Y19-4x1,240,271,Ear,R82A03,2019,E,511,47.00%
Z1x240A-7,20,107,Pollen,R82C05,2020,F,127,15.70%
Y2x220-1,47,131,Pollen,R82C05,2019,E,178,26.40%
Z1x241B-3,32,160,Pollen,R82C05,2020,E,192,16.70%
Y2x220-6,9,256,Pollen,R82C05,2019,F,265,3.40%
A250-2x102,162,145,Ear,R82C05,2021,E,307,52.80%
Z1x230-6,20,293,Pollen,R82C05,2020,F,313,6.40%
Y331AL-2x1,163,160,Ear,R82C05,2019,E,323,50.50%
Z1x231-4,41,283,Pollen,R82C05,2020,E,324,12.70%
A252-1x102,165,167,Ear,R82C05,2021,E,332,49.70%
B2x571-2,25,314,Pollen,R82C05,2022,E,339,7.40%
Z82-1x1_NEW,172,180,Ear,R82C05,2020,E,352,48.90%
B2x571-3,49,304,Pollen,R82C05,2022,E,353,13.90%
Z1x240A-6,84,270,Pollen,R82C05,2020,E,354,23.70%
Z240A-7x1,172,185,Ear,R82C05,2020,E,357,48.20%
A102x12-4,43,314,Pollen,R82C05,2021,E,357,12.10%
Z240A-6x1_NEW,195,164,Ear,R82C05,2020,E,359,54.30%
Y1x331AL-2,85,275,Pollen,R82C05,2019,F,360,23.60%
Y331AL-6x1,192,182,Ear,R82C05,2019,E,374,51.30%
Z82-2x1,206,179,Ear,R82C05,2020,E,385,53.50%
A102x12-5,52,337,Pollen,R82C05,2021,E,389,13.40%
Z240A-2x1,213,177,Ear,R82C05,2020,E,390,54.60%
A102x12-2,66,327,Pollen,R82C05,2021,E,393,16.80%
Z1x230-7,23,375,Pollen,R82C05,2020,E,398,5.80%
Y1x331AL-8,15,385,Pollen,R82C05,2019,F,400,3.80%
B2x571-1,48,355,Pollen,R82C05,2022,E,403,11.90%
Y1x331AL-7,38,374,Pollen,R82C05,2019,F,412,9.20%
Y1x331AL-11,64,350,Pollen,R82C05,2019,F,414,15.50%
Y2x220-5,52,368,Pollen,R82C05,2019,F,420,12.40%
A102x251-3,25,409,Pollen,R82C05,2021,F,434,5.80%
A252-3x102,247,195,Ear,R82C05,2021,E,442,55.90%
Y2x220-3,12,439,Pollen,R82C05,2019,F,451,2.70%
Z2x82-2,19,432,Pollen,R82C05,2020,F,451,4.20%
A102x251-4,44,424,Pollen,R82C05,2021,F,468,9.40%
Z230-4x1,258,229,Ear,R82C05,2020,E,487,53.00%
Z1x240A-2,42,456,Pollen,R82C05,2020,E,498,8.40%
Z2x82-1_NEW,31,478,Pollen,R82C05,2020,F,509,6.10%
Z2x82-5,13,498,Pollen,R82C05,2020,F,511,2.50%
B571-3x2,262,264,Ear,R82C05,2022,E,526,49.80%
Z2x82-6,51,478,Pollen,R82C05,2020,F,529,9.60%
Z1x242-2,115,110,Pollen,R83A02,2020,E,225,51.10%
X470-2x402,122,116,Ear,R83A02,2018,E,238,51.30%
Y42-3x1,123,122,Ear,R83A02,2019,E,245,50.20%
Z1x243-4,121,139,Pollen,R83A02,2020,E,260,46.50%
Z1x243-1,149,147,Pollen,R83A02,2020,E,296,50.30%
B2x754-3,142,164,Pollen,R83A02,2022,E,306,46.40%
A102x283-3,155,164,Pollen,R83A02,2021,E,319,48.60%
Y2x42-1,173,155,Pollen,R83A02,2019,E,328,52.70%
Y2x42-2,147,192,Pollen,R83A02,2019,E,339,43.40%
Z1x242-3,160,179,Pollen,R83A02,2020,E,339,47.20%
B753-2x2,170,175,Ear,R83A02,2022,E,345,49.30%
A102x32-3,155,191,Pollen,R83A02,2021,E,346,44.80%
Z1x242-1,174,191,Pollen,R83A02,2020,E,365,47.70%
X403x470-2m1,191,175,Pollen,R83A02,2018,E,366,52.20%
Z242-2x1,196,173,Ear,R83A02,2020,E,369,53.10%
A102x283-4,201,173,Pollen,R83A02,2021,F,374,53.70%
A102x32-5,188,188,Pollen,R83A02,2021,E,376,50.00%
Z242x1,188,197,Ear,R83A02,2020,E,385,48.80%
Y42-5x1,201,193,Ear,R83A02,2019,E,394,51.00%
A102x32-8,201,201,Pollen,R83A02,2021,E,402,50.00%
Y42-6x1,209,201,Ear,R83A02,2019,E,410,51.00%
A32-5x102,202,214,Ear,R83A02,2021,E,416,48.60%
Y42-1x1,212,216,Ear,R83A02,2019,E,428,49.50%
Z242-1x1,222,218,Ear,R83A02,2020,E,440,50.50%
Y2x42-6,224,216,Pollen,R83A02,2019,E,440,50.90%
Y42-2x1,229,221,Ear,R83A02,2019,E,450,50.90%
Y42-7x1,225,229,Ear,R83A02,2019,E,454,49.60%
A32-4x102,218,245,Ear,R83A02,2021,E,463,47.10%
A282-3x102,251,224,Ear,R83A02,2021,E,475,52.80%
Y2x42-7,226,254,Pollen,R83A02,2019,E,480,47.10%
Y2x42-3,276,237,Pollen,R83A02,2019,E,513,53.80%
A32-1x102,262,253,Ear,R83A02,2021,E,515,50.90%
Y2x68-1,92,122,Pollen,R83B04,2019,E,214,43.00%
X471A-2x402,133,134,Ear,R83B04,2018,E,267,49.80%
Y2x68-6,180,154,Pollen,R83B04,2019,E,334,53.90%
Y68-6x1,168,179,Ear,R83B04,2019,E,347,48.40%
Y2x68-2,204,184,Pollen,R83B04,2019,E,388,52.60%
X401Ex471A-2m1,198,197,Pollen,R83B04,2018,E,395,50.10%
Y68-3x1,214,231,Ear,R83B04,2019,E,445,48.10%
Y68-1x1,278,237,Ear,R83B04,2019,E,515,54.00%
Y2x68-3,257,268,Pollen,R83B04,2019,E,525,49.00%
Y68-2x1,286,254,Ear,R83B04,2019,E,540,53.00%
Z1x200-11_m4,33,43,Pollen,R84A12,2020,F,76,43.40%
Z1x200-7_m2,29,66,Pollen,R84A12,2020,F,95,30.50%
Z1x202A-4_m4,50,75,Pollen,R84A12,2020,E,125,40.00%
Z1x202A-4_m2,48,83,Pollen,R84A12,2020,E,131,36.60%
Y2x284B-1m5,51,99,Pollen,R84A12,2019,F,150,34.00%
Y1x284B-3,47,109,Pollen,R84A12,2019,E,156,30.10%
A1x230_m1,38,118,Pollen,R84A12,2021,F,156,24.40%
Y2x286A-8m2,43,115,Pollen,R84A12,2019,F,158,27.20%
A10-4x102,92,72,Ear,R84A12,2021,E,164,56.10%
Z1x202A-11_m1,46,125,Pollen,R84A12,2020,F,171,26.90%
X400x570AL-1m2,57,123,Pollen,R84A12,2018,E,180,31.70%
Y1x285A-3m4,48,143,Pollen,R84A12,2019,F,191,25.10%
Y2x284B-1m3,59,135,Pollen,R84A12,2019,E,194,30.40%
A1x230_m5,72,130,Pollen,R84A12,2021,E,202,35.60%
B2x711-15,73,129,Pollen,R84A12,2022,E,202,36.10%
A102x230-5,41,166,Pollen,R84A12,2021,E,207,19.80%
A102x10-1,55,158,Pollen,R84A12,2021,E,213,25.80%
B2x575B-4,60,154,Pollen,R84A12,2022,E,214,28.00%
A230-4x102,105,112,Ear,R84A12,2021,E,217,48.40%
X400x572B-4m1,36,182,Pollen,R84A12,2018,E,218,16.50%
Y2x286A-8m3,58,160,Pollen,R84A12,2019,F,218,26.60%
A102x233A-4,64,159,Pollen,R84A12,2021,E,223,28.70%
Z1x201-3,78,147,Pollen,R84A12,2020,E,225,34.70%
Y1x284B-2,83,147,Pollen,R84A12,2019,E,230,36.10%
B2x575A-4,54,179,Pollen,R84A12,2022,E,233,23.20%
B2x575B-1,41,192,Pollen,R84A12,2022,E,233,17.60%
Y1x285A-4,67,167,Pollen,R84A12,2019,F,234,28.60%
X400x575-2m1,93,146,Pollen,R84A12,2018,E,239,38.90%
Z2x80-2,51,193,Pollen,R84A12,2020,F,244,20.90%
Z2x80-3,44,201,Pollen,R84A12,2020,F,245,18.00%
A10-1x102,148,98,Ear,R84A12,2021,E,246,60.20%
A230-5x102,110,136,Ear,R84A12,2021,E,246,44.70%
B2x575A-3,46,202,Pollen,R84A12,2022,E,248,18.50%
Y2x87-5,43,207,Pollen,R84A12,2019,E,250,17.20%
Y1x284B-1,82,170,Pollen,R84A12,2019,F,252,32.50%
B2x575B-2,59,194,Pollen,R84A12,2022,E,253,23.30%
Y2x87-2,54,202,Pollen,R84A12,2019,E,256,21.10%
Z1x201-2,80,179,Pollen,R84A12,2020,E,259,30.90%
Z1x201-1,93,176,Pollen,R84A12,2020,E,269,34.60%
A102x232-3,89,180,Pollen,R84A12,2021,F,269,33.10%
Y2x87-4,77,197,Pollen,R84A12,2019,E,274,28.10%
Z1x202A-2,112,162,Pollen,R84A12,2020,E,274,40.90%
Y2x87-8,99,177,Pollen,R84A12,2019,E,276,35.90%
A102x10-3,46,230,Pollen,R84A12,2021,E,276,16.70%
Z2x80-4,81,196,Pollen,R84A12,2020,E,277,29.20%
B2x711-13,85,198,Pollen,R84A12,2022,E,283,30.00%
X401x492-3m1,76,216,Pollen,R84A12,2018,E,292,26.00%
Y2x87-6,46,246,Pollen,R84A12,2019,F,292,15.80%
Z2x80-8,73,219,Pollen,R84A12,2020,F,292,25.00%
B2x711-14,92,204,Pollen,R84A12,2022,E,296,31.10%
Z1x203B-2,85,213,Pollen,R84A12,2020,E,298,28.50%
X400x570AL-4m2,79,222,Pollen,R84A12,2018,E,301,26.20%
X403x492-1m4,78,227,Pollen,R84A12,2018,E,305,25.60%
X401x492-2m1,69,237,Pollen,R84A12,2018,E,306,22.50%
Y1x375A-4,90,217,Pollen,R84A12,2019,F,307,29.30%
Y1x285A-3m2,75,241,Pollen,R84A12,2019,E,316,23.70%
Y2x284B-1m2,66,250,Pollen,R84A12,2019,E,316,20.90%
B2x711-4,119,201,Pollen,R84A12,2022,E,320,37.20%
Z1x203B-4,88,233,Pollen,R84A12,2020,E,321,27.40%
A102x44838,103,218,Pollen,R84A12,2021,E,321,32.10%
Z1x203B-5,108,220,Pollen,R84A12,2020,E,328,32.90%
Y2x87-3,90,241,Pollen,R84A12,2019,E,331,27.20%
A102x10-7,100,233,Pollen,R84A12,2021,E,333,30.00%
Z80-3x1_NEW,160,174,Ear,R84A12,2020,E,334,47.90%
B2x711-8,112,222,Pollen,R84A12,2022,E,334,33.50%
X402x492-1m2,58,279,Pollen,R84A12,2018,E,337,17.20%
X402x492-1m3,56,284,Pollen,R84A12,2018,E,340,16.50%
Z1x202A-4_m1,130,212,Pollen,R84A12,2020,E,342,38.00%
Y1x285A-3m1,77,275,Pollen,R84A12,2019,F,352,21.90%
X402x492-1m1,104,261,Pollen,R84A12,2018,E,365,28.50%
X400x572C-5m1,95,271,Pollen,R84A12,2018,E,366,26.00%
Z1x200-7_m1,143,225,Pollen,R84A12,2020,E,368,38.90%
A10-7x102_new,197,181,Ear,R84A12,2021,E,378,52.10%
Y2x87-1,101,290,Pollen,R84A12,2019,F,391,25.80%
Y2x286A-8m1,127,271,Pollen,R84A12,2019,E,398,31.90%
B575B-2x2,201,205,Ear,R84A12,2022,E,406,49.50%
Y285A-4x1,199,211,Ear,R84A12,2019,E,410,48.50%
Y87-1x1,229,185,Ear,R84A12,2019,E,414,55.30%
B575B-4x2,206,209,Ear,R84A12,2022,E,415,49.60%
X401x573-1m1,199,216,Pollen,R84A12,2018,E,415,48.00%
Z1x200-11_m1,171,246,Pollen,R84A12,2020,E,417,41.00%
Z200-6x1,214,205,Ear,R84A12,2020,E,419,51.10%
A233A-1x102,214,206,Ear,R84A12,2021,E,420,51.00%
B575A-3x2,229,194,Ear,R84A12,2022,E,423,54.10%
B575A-4x2,241,197,Ear,R84A12,2022,E,438,55.00%
B575B-1x2,233,221,Ear,R84A12,2022,E,454,51.30%
Z80-2x1_NEW,248,207,Ear,R84A12,2020,E,455,54.50%
Z202A-2x1,252,225,Ear,R84A12,2020,E,477,52.80%
Y87-2x1,253,229,Ear,R84A12,2019,E,482,52.50%
Y87-5x1,267,217,Ear,R84A12,2019,E,484,55.20%
Z202A-4x1,241,243,Ear,R84A12,2020,E,484,49.80%
Y87-6x1,262,223,Ear,R84A12,2019,E,485,54.00%
Y87-8x1,256,256,Ear,R84A12,2019,E,512,50.00%
X492-1x402,269,251,Ear,R84A12,2018,E,520,51.70%
X492-2x402,251,270,Ear,R84A12,2018,E,521,48.20%
X572A-4x400,264,263,Ear,R84A12,2018,E,527,50.10%
Y87-3x1,269,269,Ear,R84A12,2019,E,538,50.00%
X492-3x402,278,262,Ear,R84A12,2018,E,540,51.50%
Y87-4x1,313,253,Ear,R84A12,2019,E,566,55.30%
X403x474-1m1,96,101,Pollen,R87A03,2018,E,197,48.70%
X474-1x402,96,111,Ear,R87A03,2018,E,207,46.40%
Y2x45-4,117,123,Pollen,R87A03,2019,E,240,48.80%
Y2x45-3,128,135,Pollen,R87A03,2019,E,263,48.70%
X402x474-4m4,142,159,Pollen,R87A03,2018,E,301,47.20%
X401x474-2m2,153,173,Pollen,R87A03,2018,E,326,46.90%
X474-2x402,146,189,Ear,R87A03,2018,E,335,43.60%
X402x474-4m5,177,166,Pollen,R87A03,2018,E,343,51.60%
X474-4x402,178,185,Ear,R87A03,2018,E,363,49.00%
X402x474-2m1,177,194,Pollen,R87A03,2018,E,371,47.70%
Y2x45-5,212,205,Pollen,R87A03,2019,E,417,50.80%
Y2x45-2,254,213,Pollen,R87A03,2019,E,467,54.40%
Y45-2x1,245,241,Ear,R87A03,2019,E,486,50.40%
Y45-5x1,251,237,Ear,R87A03,2019,E,488,51.40%
X402x474-4m3,249,251,Pollen,R87A03,2018,E,500,49.80%
X401x474-4m2,273,247,Pollen,R87A03,2018,E,520,52.50%
Y45-3x1,254,278,Ear,R87A03,2019,E,532,47.70%
X475A-1x402,111,101,Ear,R88B08,2018,E,212,52.40%
X402x475A-1m1,147,111,Pollen,R88B08,2018,E,258,57.00%
X475A-5x402,135,130,Ear,R88B08,2018,E,265,50.90%
Y2x39-4,163,150,Pollen,R88B08,2019,E,313,52.10%
Y39-3bx1,181,180,Ear,R88B08,2019,E,361,50.10%
X402x475A-1m2,190,176,Pollen,R88B08,2018,E,366,51.90%
Y39-1x1,191,176,Ear,R88B08,2019,E,367,52.00%
X402x475A-1m3,192,183,Pollen,R88B08,2018,E,375,51.20%
Y2x39-3,179,196,Pollen,R88B08,2019,E,375,47.70%
X403x475A-5m1,191,214,Pollen,R88B08,2018,E,405,47.20%
Y2x39-1,200,220,Pollen,R88B08,2019,E,420,47.60%
X401x475A-3m1,216,230,Pollen,R88B08,2018,E,446,48.40%
Y2x39-2,229,224,Pollen,R88B08,2019,E,453,50.60%
Y39-4x1,230,226,Ear,R88B08,2019,E,456,50.40%
Y39-3ax1,236,237,Ear,R88B08,2019,E,473,49.90%
X402x494-1m1,135,135,Pollen,R91F11,2018,E,270,50.00%
Y2x11-4,177,131,Pollen,R91F11,2019,E,308,57.50%
X401x494-4m1,150,195,Pollen,R91F11,2018,E,345,43.50%
X494-2x402,180,176,Ear,R91F11,2018,E,356,50.60%
X400x522AL-2m1,178,182,Pollen,R91F11,2018,E,360,49.40%
X401x522-1m1,193,178,Pollen,R91F11,2018,E,371,52.00%
X403x494-1m3,188,217,Pollen,R91F11,2018,E,405,46.40%
Y2x11-2,191,215,Pollen,R91F11,2019,E,406,47.00%
X403x522AL-1m1,210,206,Pollen,R91F11,2018,E,416,50.50%
X494-4x402,218,216,Ear,R91F11,2018,E,434,50.20%
X494-1x402,237,226,Ear,R91F11,2018,E,463,51.20%
Y2x11-1,247,222,Pollen,R91F11,2019,E,469,52.70%
Y11-4x1,230,245,Ear,R91F11,2019,E,475,48.40%
X402x494-2m1,242,250,Pollen,R91F11,2018,E,492,49.20%
Y2x11-5,244,256,Pollen,R91F11,2019,E,500,48.80%
Y11-1x1,257,261,Ear,R91F11,2019,E,518,49.60%
Y11-5x1,262,256,Ear,R91F11,2019,E,518,50.60%
Y11-2x1,282,281,Ear,R91F11,2019,E,563,50.10%
X402x494-1m2,310,273,Pollen,R91F11,2018,F,583,53.20%
X402x479A-1m2,135,127,Pollen,R91G06,2018,E,262,51.50%
X479A-1x402,127,160,Ear,R91G06,2018,E,287,44.30%
Y2x44-2,141,167,Pollen,R91G06,2019,E,308,45.80%
X402x479A-1m3,194,176,Pollen,R91G06,2018,E,370,52.40%
Y2x44-6,204,178,Pollen,R91G06,2019,E,382,53.40%
Y2x44-1,202,189,Pollen,R91G06,2019,E,391,51.70%
Y44-7x1,205,194,Ear,R91G06,2019,E,399,51.40%
X402x479A-1m1,201,224,Pollen,R91G06,2018,E,425,47.30%
Y2x44-5,233,193,Pollen,R91G06,2019,E,426,54.70%
Y44-3x1,232,217,Ear,R91G06,2019,E,449,51.70%
Y44-5x1,238,234,Ear,R91G06,2019,E,472,50.40%
Y44-2x1,243,244,Ear,R91G06,2019,E,487,49.90%
Y44-6x1,260,237,Ear,R91G06,2019,E,497,52.30%
Y44-1x1,292,244,Ear,R91G06,2019,E,536,54.50%
X480AL-1x402,134,127,Ear,R92A10,2018,E,261,51.30%
Y36-4x1,156,126,Ear,R92A10,2019,E,282,55.30%
Y36-3x1,141,159,Ear,R92A10,2019,E,300,47.00%
Y1x276-3,147,155,Pollen,R92A10,2019,E,302,48.70%
A102x28-8,143,160,Pollen,R92A10,2021,E,303,47.20%
A102x28-1,148,167,Pollen,R92A10,2021,E,315,47.00%
X480A-4x402,163,166,Ear,R92A10,2018,E,329,49.50%
X402x480A-4m3,172,161,Pollen,R92A10,2018,E,333,51.70%
A102x28-7,164,178,Pollen,R92A10,2021,E,342,48.00%
Y2x36-2,166,205,Pollen,R92A10,2019,E,371,44.70%
Y2x36-4,233,182,Pollen,R92A10,2019,E,415,56.10%
Y2x269-3,218,204,Pollen,R92A10,2019,F,422,51.70%
Y2x36-1,219,205,Pollen,R92A10,2019,E,424,51.70%
A28-7x102,208,220,Ear,R92A10,2021,E,428,48.60%
X401x480A-1m1,230,198,Pollen,R92A10,2018,E,428,53.70%
Y269-2x2,221,209,Ear,R92A10,2019,F,430,51.40%
Y36-2x1,217,230,Ear,R92A10,2019,E,447,48.50%
Y276-3x1,228,225,Ear,R92A10,2019,E,453,50.30%
A102x28-4,176,287,Pollen,R92A10,2021,F,463,38.00%
Y269-4x2,244,232,Ear,R92A10,2019,E,476,51.30%
X402x480A-4m1,242,234,Pollen,R92A10,2018,E,476,50.80%
X401x480A-3m1,255,230,Pollen,R92A10,2018,E,485,52.60%
A28-4x102,241,252,Ear,R92A10,2021,E,493,48.90%
A28-1x102,259,250,Ear,R92A10,2021,E,509,50.90%
X402x480A-4m2,274,252,Pollen,R92A10,2018,E,526,52.10%
Y2x36-3,278,270,Pollen,R92A10,2019,F,548,50.70%
Y36-1x1,291,264,Ear,R92A10,2019,E,555,52.40%
Y2x14-2,110,97,Pollen,R92F08,2019,E,207,53.10%
X403x481A-3m1,119,113,Pollen,R92F08,2018,E,232,51.30%
X481A-2x402,128,146,Ear,R92F08,2018,E,274,46.70%
A102x29-2,136,143,Pollen,R92F08,2021,F,279,48.70%
X402x481A-2m1,140,143,Pollen,R92F08,2018,E,283,49.50%
X481A-3x402,142,142,Ear,R92F08,2018,E,284,50.00%
Y2x14-6,135,165,Pollen,R92F08,2019,E,300,45.00%
A102x29-8,131,174,Pollen,R92F08,2021,E,305,43.00%
Y14-5x1,151,162,Ear,R92F08,2019,E,313,48.20%
X400x481AL-1m3,131,182,Pollen,R92F08,2018,E,313,41.90%
X400x481AL-1m1,127,196,Pollen,R92F08,2018,E,323,39.30%
A102x29-3,149,189,Pollen,R92F08,2021,E,338,44.10%
